block_start_ist,mcp_rs_per_mwh
2026-08-18T16:00:00+05:30,2477.56
2026-08-18T16:15:00+05:30,2539.78
2026-08-18T16:30:00+05:30,2830.16
2026-08-18T16:45:00+05:30,2842.92
2026-08-18T17:00:00+05:30,2990.83
2026-08-18T17:15:00+05:30,2955.55
2026-08-18T17:30:00+05:30,2634.20
2026-08-18T17:45:00+05:30,2845.89
2026-08-18T18:00:00+05:30,3202.00
2026-08-18T18:15:00+05:30,3630.47
2026-08-18T18:30:00+05:30,4131.52
2026-08-18T18:45:00+05:30,5570.82
2026-08-18T19:00:00+05:30,10000.00
2026-08-18T19:15:00+05:30,10000.00
2026-08-18T19:30:00+05:30,10000.00
2026-08-18T19:45:00+05:30,10000.00
2026-08-18T20:00:00+05:30,10000.00
2026-08-18T20:15:00+05:30,10000.00
2026-08-18T20:30:00+05:30,10000.00
2026-08-18T20:45:00+05:30,10000.00
2026-08-18T21:00:00+05:30,10000.00
2026-08-18T21:15:00+05:30,10000.00
2026-08-18T21:30:00+05:30,10000.00
2026-08-18T21:45:00+05:30,10000.00
2026-08-18T22:00:00+05:30,10000.00
2026-08-18T22:15:00+05:30,10000.00
2026-08-18T22:30:00+05:30,10000.00
2026-08-18T22:45:00+05:30,10000.00
2026-08-18T23:00:00+05:30,10000.00
2026-08-18T23:15:00+05:30,10000.00
2026-08-18T23:30:00+05:30,10000.00
2026-08-18T23:45:00+05:30,10000.00
2026-08-19T00:00:00+05:30,3619.32
2026-08-19T00:15:00+05:30,3619.29
2026-08-19T00:30:00+05:30,3600.23
2026-08-19T00:45:00+05:30,3619.26
2026-08-19T01:00:00+05:30,3259.65
2026-08-19T01:15:00+05:30,3259.65
2026-08-19T01:30:00+05:30,3259.50
2026-08-19T01:45:00+05:30,3219.81
2026-08-19T02:00:00+05:30,3000.38
2026-08-19T02:15:00+05:30,2842.45
2026-08-19T02:30:00+05:30,2585.66
2026-08-19T02:45:00+05:30,2570.53
2026-08-19T03:00:00+05:30,2390.78
2026-08-19T03:15:00+05:30,2390.68
2026-08-19T03:30:00+05:30,2390.52
2026-08-19T03:45:00+05:30,2390.41
2026-08-19T04:00:00+05:30,2520.16
2026-08-19T04:15:00+05:30,2520.32
2026-08-19T04:30:00+05:30,2568.24
2026-08-19T04:45:00+05:30,2620.70
2026-08-19T05:00:00+05:30,2946.61
2026-08-19T05:15:00+05:30,3264.83
2026-08-19T05:30:00+05:30,3900.59
2026-08-19T05:45:00+05:30,4000.06
2026-08-19T06:00:00+05:30,4254.46
2026-08-19T06:15:00+05:30,4829.28
2026-08-19T06:30:00+05:30,4999.73
2026-08-19T06:45:00+05:30,4999.83
2026-08-19T07:00:00+05:30,4500.68
2026-08-19T07:15:00+05:30,4113.89
2026-08-19T07:30:00+05:30,3998.12
2026-08-19T07:45:00+05:30,3600.23
2026-08-19T08:00:00+05:30,3215.62
2026-08-19T08:15:00+05:30,2850.84
2026-08-19T08:30:00+05:30,2534.71
2026-08-19T08:45:00+05:30,2390.81
2026-08-19T09:00:00+05:30,2311.15
2026-08-19T09:15:00+05:30,2162.28
2026-08-19T09:30:00+05:30,2000.40
2026-08-19T09:45:00+05:30,1885.25
2026-08-19T10:00:00+05:30,1718.08
2026-08-19T10:15:00+05:30,1600.44
2026-08-19T10:30:00+05:30,1523.67
2026-08-19T10:45:00+05:30,1411.11
2026-08-19T11:00:00+05:30,1422.42
2026-08-19T11:15:00+05:30,1410.61
2026-08-19T11:30:00+05:30,1400.50
2026-08-19T11:45:00+05:30,1400.37
2026-08-19T12:00:00+05:30,1341.48
2026-08-19T12:15:00+05:30,1259.03
2026-08-19T12:30:00+05:30,1120.88
2026-08-19T12:45:00+05:30,1120.52
2026-08-19T13:00:00+05:30,1111.64
2026-08-19T13:15:00+05:30,1111.66
2026-08-19T13:30:00+05:30,1120.07
2026-08-19T13:45:00+05:30,1301.24
2026-08-19T14:00:00+05:30,1400.79
2026-08-19T14:15:00+05:30,1523.98
2026-08-19T14:30:00+05:30,1563.36
2026-08-19T14:45:00+05:30,1603.80
2026-08-19T15:00:00+05:30,1750.46
2026-08-19T15:15:00+05:30,1850.98
2026-08-19T15:30:00+05:30,1999.05
2026-08-19T15:45:00+05:30,2100.11
2026-08-19T16:00:00+05:30,2279.50
2026-08-19T16:15:00+05:30,2390.54
2026-08-19T16:30:00+05:30,2570.63
2026-08-19T16:45:00+05:30,2763.97
2026-08-19T17:00:00+05:30,2800.37
2026-08-19T17:15:00+05:30,2860.90
2026-08-19T17:30:00+05:30,2845.81
2026-08-19T17:45:00+05:30,2850.95
2026-08-19T18:00:00+05:30,3006.79
2026-08-19T18:15:00+05:30,3707.60
2026-08-19T18:30:00+05:30,5000.26
2026-08-19T18:45:00+05:30,5570.37
2026-08-19T19:00:00+05:30,10000.00
2026-08-19T19:15:00+05:30,10000.00
2026-08-19T19:30:00+05:30,10000.00
2026-08-19T19:45:00+05:30,10000.00
2026-08-19T20:00:00+05:30,10000.00
2026-08-19T20:15:00+05:30,10000.00
2026-08-19T20:30:00+05:30,10000.00
2026-08-19T20:45:00+05:30,10000.00
2026-08-19T21:00:00+05:30,10000.00
2026-08-19T21:15:00+05:30,10000.00
2026-08-19T21:30:00+05:30,10000.00
2026-08-19T21:45:00+05:30,10000.00
2026-08-19T22:00:00+05:30,10000.00
2026-08-19T22:15:00+05:30,10000.00
2026-08-19T22:30:00+05:30,10000.00
2026-08-19T22:45:00+05:30,10000.00
2026-08-19T23:00:00+05:30,10000.00
2026-08-19T23:15:00+05:30,10000.00
2026-08-19T23:30:00+05:30,10000.00
2026-08-19T23:45:00+05:30,10000.00
2026-08-20T00:00:00+05:30,4300.05
2026-08-20T00:15:00+05:30,3964.16
2026-08-20T00:30:00+05:30,3856.53
2026-08-20T00:45:00+05:30,3800.69
2026-08-20T01:00:00+05:30,3856.09
2026-08-20T01:15:00+05:30,3800.78
2026-08-20T01:30:00+05:30,3711.73
2026-08-20T01:45:00+05:30,3699.61
2026-08-20T02:00:00+05:30,3603.24
2026-08-20T02:15:00+05:30,3600.73
2026-08-20T02:30:00+05:30,3600.19
2026-08-20T02:45:00+05:30,3439.06
2026-08-20T03:00:00+05:30,3109.82
2026-08-20T03:15:00+05:30,3109.66
2026-08-20T03:30:00+05:30,3109.79
2026-08-20T03:45:00+05:30,3109.16
2026-08-20T04:00:00+05:30,3109.53
2026-08-20T04:15:00+05:30,3109.54
2026-08-20T04:30:00+05:30,3109.90
2026-08-20T04:45:00+05:30,3305.23
2026-08-20T05:00:00+05:30,3499.80
2026-08-20T05:15:00+05:30,3700.34
2026-08-20T05:30:00+05:30,4167.48
2026-08-20T05:45:00+05:30,4775.14
2026-08-20T06:00:00+05:30,5177.06
2026-08-20T06:15:00+05:30,5609.89
2026-08-20T06:30:00+05:30,7999.02
2026-08-20T06:45:00+05:30,7697.67
2026-08-20T07:00:00+05:30,5290.40
2026-08-20T07:15:00+05:30,4619.49
2026-08-20T07:30:00+05:30,4234.87
2026-08-20T07:45:00+05:30,3998.64
2026-08-20T08:00:00+05:30,3550.28
2026-08-20T08:15:00+05:30,3369.43
2026-08-20T08:30:00+05:30,2930.29
2026-08-20T08:45:00+05:30,2600.61
2026-08-20T09:00:00+05:30,2476.02
2026-08-20T09:15:00+05:30,2470.21
2026-08-20T09:30:00+05:30,2400.07
2026-08-20T09:45:00+05:30,2045.42
2026-08-20T10:00:00+05:30,1840.45
2026-08-20T10:15:00+05:30,1700.63
2026-08-20T10:30:00+05:30,1603.36
2026-08-20T10:45:00+05:30,1551.25
2026-08-20T11:00:00+05:30,1460.91
2026-08-20T11:15:00+05:30,1410.37
2026-08-20T11:30:00+05:30,1111.85
2026-08-20T11:45:00+05:30,1111.84
2026-08-20T12:00:00+05:30,1111.73
2026-08-20T12:15:00+05:30,1111.67
2026-08-20T12:30:00+05:30,1111.63
2026-08-20T12:45:00+05:30,1111.57
2026-08-20T13:00:00+05:30,1111.45
2026-08-20T13:15:00+05:30,1111.42
2026-08-20T13:30:00+05:30,1111.61
2026-08-20T13:45:00+05:30,1111.76
2026-08-20T14:00:00+05:30,1410.63
2026-08-20T14:15:00+05:30,1524.54
2026-08-20T14:30:00+05:30,1572.04
2026-08-20T14:45:00+05:30,1600.79
2026-08-20T15:00:00+05:30,1750.72
2026-08-20T15:15:00+05:30,1881.95
2026-08-20T15:30:00+05:30,2060.39
2026-08-20T15:45:00+05:30,2158.96
2026-08-20T16:00:00+05:30,2449.63
2026-08-20T16:15:00+05:30,2510.22
2026-08-20T16:30:00+05:30,2845.36
2026-08-20T16:45:00+05:30,2845.53
2026-08-20T17:00:00+05:30,2860.94
2026-08-20T17:15:00+05:30,2929.73
2026-08-20T17:30:00+05:30,2850.95
2026-08-20T17:45:00+05:30,2920.63
2026-08-20T18:00:00+05:30,3470.45
2026-08-20T18:15:00+05:30,3856.03
2026-08-20T18:30:00+05:30,5440.34
2026-08-20T18:45:00+05:30,7000.74
2026-08-20T19:00:00+05:30,10000.00
2026-08-20T19:15:00+05:30,10000.00
2026-08-20T19:30:00+05:30,10000.00
2026-08-20T19:45:00+05:30,10000.00
2026-08-20T20:00:00+05:30,10000.00
2026-08-20T20:15:00+05:30,10000.00
2026-08-20T20:30:00+05:30,10000.00
2026-08-20T20:45:00+05:30,10000.00
2026-08-20T21:00:00+05:30,10000.00
2026-08-20T21:15:00+05:30,10000.00
2026-08-20T21:30:00+05:30,10000.00
2026-08-20T21:45:00+05:30,10000.00
2026-08-20T22:00:00+05:30,10000.00
2026-08-20T22:15:00+05:30,10000.00
2026-08-20T22:30:00+05:30,10000.00
2026-08-20T22:45:00+05:30,10000.00
2026-08-20T23:00:00+05:30,10000.00
2026-08-20T23:15:00+05:30,10000.00
2026-08-20T23:30:00+05:30,10000.00
2026-08-20T23:45:00+05:30,10000.00
2026-08-21T00:00:00+05:30,10000.00
2026-08-21T00:15:00+05:30,10000.00
2026-08-21T00:30:00+05:30,6569.35
2026-08-21T00:45:00+05:30,5450.23
2026-08-21T01:00:00+05:30,5138.65
2026-08-21T01:15:00+05:30,4700.73
2026-08-21T01:30:00+05:30,4700.48
2026-08-21T01:45:00+05:30,4344.03
2026-08-21T02:00:00+05:30,3600.85
2026-08-21T02:15:00+05:30,3600.61
2026-08-21T02:30:00+05:30,3600.97
2026-08-21T02:45:00+05:30,3669.30
2026-08-21T03:00:00+05:30,3600.19
2026-08-21T03:15:00+05:30,3499.09
2026-08-21T03:30:00+05:30,3369.73
2026-08-21T03:45:00+05:30,3150.46
2026-08-21T04:00:00+05:30,3439.52
2026-08-21T04:15:00+05:30,3249.62
2026-08-21T04:30:00+05:30,3404.56
2026-08-21T04:45:00+05:30,3600.68
2026-08-21T05:00:00+05:30,3801.13
2026-08-21T05:15:00+05:30,5500.54
2026-08-21T05:30:00+05:30,7999.93
2026-08-21T05:45:00+05:30,8500.82
2026-08-21T06:00:00+05:30,10000.00
2026-08-21T06:15:00+05:30,10000.00
2026-08-21T06:30:00+05:30,10000.00
2026-08-21T06:45:00+05:30,10000.00
2026-08-21T07:00:00+05:30,9999.06
2026-08-21T07:15:00+05:30,5800.55
2026-08-21T07:30:00+05:30,4254.84
2026-08-21T07:45:00+05:30,4020.88
2026-08-21T08:00:00+05:30,3561.58
2026-08-21T08:15:00+05:30,3299.18
2026-08-21T08:30:00+05:30,3172.50
2026-08-21T08:45:00+05:30,2900.03
2026-08-21T09:00:00+05:30,2480.59
2026-08-21T09:15:00+05:30,2470.05
2026-08-21T09:30:00+05:30,2182.51
2026-08-21T09:45:00+05:30,2080.24
2026-08-21T10:00:00+05:30,1966.15
2026-08-21T10:15:00+05:30,1896.28
2026-08-21T10:30:00+05:30,1700.61
2026-08-21T10:45:00+05:30,1699.51
2026-08-21T11:00:00+05:30,1619.81
2026-08-21T11:15:00+05:30,1603.15
2026-08-21T11:30:00+05:30,1563.67
2026-08-21T11:45:00+05:30,1524.79
2026-08-21T12:00:00+05:30,1523.72
2026-08-21T12:15:00+05:30,1523.58
2026-08-21T12:30:00+05:30,1523.26
2026-08-21T12:45:00+05:30,1400.96
2026-08-21T13:00:00+05:30,1399.87
2026-08-21T13:15:00+05:30,1400.85
2026-08-21T13:30:00+05:30,1523.45
2026-08-21T13:45:00+05:30,1603.03
2026-08-21T14:00:00+05:30,1699.97
2026-08-21T14:15:00+05:30,1700.32
2026-08-21T14:30:00+05:30,1700.63
2026-08-21T14:45:00+05:30,1706.88
2026-08-21T15:00:00+05:30,1998.19
2026-08-21T15:15:00+05:30,2100.05
2026-08-21T15:30:00+05:30,2279.79
2026-08-21T15:45:00+05:30,2400.72
2026-08-21T16:00:00+05:30,2519.23
2026-08-21T16:15:00+05:30,2773.50
2026-08-21T16:30:00+05:30,3064.84
2026-08-21T16:45:00+05:30,3369.81
2026-08-21T17:00:00+05:30,3614.08
2026-08-21T17:15:00+05:30,3736.71
2026-08-21T17:30:00+05:30,3743.93
2026-08-21T17:45:00+05:30,3627.95
2026-08-21T18:00:00+05:30,4098.18
2026-08-21T18:15:00+05:30,5250.56
2026-08-21T18:30:00+05:30,10000.00
2026-08-21T18:45:00+05:30,10000.00
2026-08-21T19:00:00+05:30,10000.00
2026-08-21T19:15:00+05:30,10000.00
2026-08-21T19:30:00+05:30,10000.00
2026-08-21T19:45:00+05:30,10000.00
2026-08-21T20:00:00+05:30,10000.00
2026-08-21T20:15:00+05:30,10000.00
2026-08-21T20:30:00+05:30,10000.00
2026-08-21T20:45:00+05:30,10000.00
2026-08-21T21:00:00+05:30,10000.00
2026-08-21T21:15:00+05:30,10000.00
2026-08-21T21:30:00+05:30,10000.00
2026-08-21T21:45:00+05:30,10000.00
2026-08-21T22:00:00+05:30,10000.00
2026-08-21T22:15:00+05:30,10000.00
2026-08-21T22:30:00+05:30,10000.00
2026-08-21T22:45:00+05:30,10000.00
2026-08-21T23:00:00+05:30,10000.00
2026-08-21T23:15:00+05:30,10000.00
2026-08-21T23:30:00+05:30,10000.00
2026-08-21T23:45:00+05:30,10000.00
2026-08-22T00:00:00+05:30,10000.00
2026-08-22T00:15:00+05:30,10000.00
2026-08-22T00:30:00+05:30,10000.00
2026-08-22T00:45:00+05:30,10000.00
2026-08-22T01:00:00+05:30,10000.00
2026-08-22T01:15:00+05:30,10000.00
2026-08-22T01:30:00+05:30,10000.00
2026-08-22T01:45:00+05:30,10000.00
2026-08-22T02:00:00+05:30,9999.84
2026-08-22T02:15:00+05:30,9999.48
2026-08-22T02:30:00+05:30,5806.55
2026-08-22T02:45:00+05:30,5500.71
2026-08-22T03:00:00+05:30,3650.14
2026-08-22T03:15:00+05:30,3530.28
2026-08-22T03:30:00+05:30,3439.57
2026-08-22T03:45:00+05:30,3249.74
2026-08-22T04:00:00+05:30,3499.30
2026-08-22T04:15:00+05:30,3499.41
2026-08-22T04:30:00+05:30,3800.19
2026-08-22T04:45:00+05:30,4730.38
2026-08-22T05:00:00+05:30,8149.42
2026-08-22T05:15:00+05:30,10000.00
2026-08-22T05:30:00+05:30,10000.00
2026-08-22T05:45:00+05:30,10000.00
2026-08-22T06:00:00+05:30,10000.00
2026-08-22T06:15:00+05:30,10000.00
2026-08-22T06:30:00+05:30,10000.00
2026-08-22T06:45:00+05:30,10000.00
2026-08-22T07:00:00+05:30,10000.00
2026-08-22T07:15:00+05:30,7999.70
2026-08-22T07:30:00+05:30,5483.96
2026-08-22T07:45:00+05:30,4650.49
2026-08-22T08:00:00+05:30,4294.43
2026-08-22T08:15:00+05:30,4098.31
2026-08-22T08:30:00+05:30,3614.19
2026-08-22T08:45:00+05:30,3398.98
2026-08-22T09:00:00+05:30,3160.05
2026-08-22T09:15:00+05:30,2800.87
2026-08-22T09:30:00+05:30,2519.90
2026-08-22T09:45:00+05:30,2470.33
2026-08-22T10:00:00+05:30,2156.26
2026-08-22T10:15:00+05:30,2000.44
2026-08-22T10:30:00+05:30,1900.98
2026-08-22T10:45:00+05:30,1800.10
2026-08-22T11:00:00+05:30,1774.62
2026-08-22T11:15:00+05:30,1706.02
2026-08-22T11:30:00+05:30,1700.64
2026-08-22T11:45:00+05:30,1700.44
2026-08-22T12:00:00+05:30,1700.22
2026-08-22T12:15:00+05:30,1700.15
2026-08-22T12:30:00+05:30,1699.82
2026-08-22T12:45:00+05:30,1603.09
2026-08-22T13:00:00+05:30,1523.37
2026-08-22T13:15:00+05:30,1524.57
2026-08-22T13:30:00+05:30,1699.83
2026-08-22T13:45:00+05:30,1700.45
2026-08-22T14:00:00+05:30,1750.73
2026-08-22T14:15:00+05:30,1800.26
2026-08-22T14:30:00+05:30,1890.35
2026-08-22T14:45:00+05:30,1930.64
2026-08-22T15:00:00+05:30,2167.00
2026-08-22T15:15:00+05:30,2470.31
2026-08-22T15:30:00+05:30,2519.93
2026-08-22T15:45:00+05:30,2558.73
2026-08-22T16:00:00+05:30,3160.21
2026-08-22T16:15:00+05:30,3292.53
2026-08-22T16:30:00+05:30,3599.33
2026-08-22T16:45:00+05:30,3614.97
2026-08-22T17:00:00+05:30,3856.17
2026-08-22T17:15:00+05:30,4100.72
2026-08-22T17:30:00+05:30,5250.52
2026-08-22T17:45:00+05:30,5570.82
2026-08-22T18:00:00+05:30,4913.17
2026-08-22T18:15:00+05:30,5467.28
2026-08-22T18:30:00+05:30,9999.96
2026-08-22T18:45:00+05:30,10000.00
2026-08-22T19:00:00+05:30,10000.00
2026-08-22T19:15:00+05:30,10000.00
2026-08-22T19:30:00+05:30,10000.00
2026-08-22T19:45:00+05:30,10000.00
2026-08-22T20:00:00+05:30,10000.00
2026-08-22T20:15:00+05:30,10000.00
2026-08-22T20:30:00+05:30,10000.00
2026-08-22T20:45:00+05:30,10000.00
2026-08-22T21:00:00+05:30,10000.00
